mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.330412483215332,0.037954373692230224,0.3737167835235596,0.053304613030542014,euclidean,1,uniform,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}",0.6555772994129159,0.6555772994129159,0.6627527723418134,0.6647097195042401,0.6340508806262231,0.6360078277886497,0.6703655352480418,0.6481723237597912,0.6514360313315927,0.6429503916449086,0.6521600081071093,0.011465492226089573,39
0.3650313377380371,0.05446645687371118,0.10556888580322266,0.01991727366496406,euclidean,1,distance,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}",0.6555772994129159,0.6555772994129159,0.6627527723418134,0.6647097195042401,0.6340508806262231,0.6360078277886497,0.6703655352480418,0.6481723237597912,0.6514360313315927,0.6429503916449086,0.6521600081071093,0.011465492226089573,39
0.3005471467971802,0.030485030944975417,0.4038326978683472,0.056225603567543775,euclidean,3,uniform,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}",0.690150032615786,0.7064579256360078,0.6927592954990215,0.7031963470319634,0.680365296803653,0.6784083496412263,0.6892950391644909,0.6873368146214099,0.6977806788511749,0.6984334203655352,0.692418320023027,0.00872126898814849,35
0.3075498104095459,0.0218867881139838,0.12518861293792724,0.028992617653242268,euclidean,3,distance,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.690150032615786,0.6999347684279191,0.6894977168949772,0.7012393998695369,0.6810176125244618,0.6718851924331376,0.6886422976501305,0.6814621409921671,0.695822454308094,0.6945169712793734,0.6894168586995584,0.008716478229459817,36
0.39717538356781007,0.07713953653540233,0.483166241645813,0.06481413891511877,euclidean,5,uniform,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.7129810828440966,0.7240704500978473,0.7142857142857143,0.7123287671232876,0.7018917155903457,0.7025440313111546,0.7160574412532638,0.7127937336814621,0.7140992167101827,0.7003916449086162,0.7111443797805971,0.00701795002893289,31
0.3908281087875366,0.07887200376498844,0.16258025169372559,0.044004139088051154,euclidean,5,distance,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.7097195042400521,0.7188519243313763,0.7116764514024788,0.7097195042400521,0.6986301369863014,0.6986301369863014,0.7108355091383812,0.7075718015665796,0.7101827676240209,0.6990861618798956,0.7074903898395439,0.006345313525827567,33
0.3557568073272705,0.05498006663094307,0.50205979347229,0.10141660135079636,euclidean,7,uniform,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.7292889758643183,0.7299412915851272,0.7345075016307893,0.726027397260274,0.7188519243313763,0.7221135029354208,0.72911227154047,0.7212793733681462,0.716710182767624,0.7140992167101827,0.724193163799373,0.0062624487854379485,28
0.3829550266265869,0.11291449291558903,0.16375448703765869,0.04433782915883384,euclidean,7,distance,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.7201565557729941,0.726027397260274,0.7286366601435095,0.7227658186562296,0.7129810828440966,0.715590345727332,0.7238903394255874,0.7160574412532638,0.7127937336814621,0.7088772845953003,0.718777665936005,0.006153767175219581,30
0.3402178049087524,0.03953388178021214,0.49647443294525145,0.1359861975941449,euclidean,9,uniform,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}",0.731245923026745,0.7318982387475538,0.7292889758643183,0.7364644487932159,0.7279843444227005,0.7318982387475538,0.7330287206266318,0.7304177545691906,0.72911227154047,0.7232375979112271,0.7304576514249607,0.0032998155838866584,25
0.5092843294143676,0.10562370168088583,0.25529334545135496,0.09216491489154406,euclidean,9,distance,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}",0.7234181343770385,0.7273320287018917,0.7253750815394651,0.7325505544683627,0.7227658186562296,0.7221135029354208,0.7362924281984334,0.7278067885117493,0.7258485639686684,0.7180156657963447,0.7261518567153604,0.005000458876480393,27
