mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.4387484550476074,0.08674983025731234,0.4579878807067871,0.09927371976215575,euclidean,1,uniform,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}",0.6555772994129159,0.6555772994129159,0.6627527723418134,0.6647097195042401,0.6340508806262231,0.6360078277886497,0.6703655352480418,0.6481723237597912,0.6514360313315927,0.6429503916449086,0.6521600081071093,0.011465492226089573,39
0.4166367769241333,0.0939476545805567,0.1308830976486206,0.03793277030871122,euclidean,1,distance,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}",0.6555772994129159,0.6555772994129159,0.6627527723418134,0.6647097195042401,0.6340508806262231,0.6360078277886497,0.6703655352480418,0.6481723237597912,0.6514360313315927,0.6429503916449086,0.6521600081071093,0.011465492226089573,39
0.39082200527191163,0.08257159763443075,0.46892523765563965,0.06830991999299045,euclidean,3,uniform,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}",0.690150032615786,0.7064579256360078,0.6927592954990215,0.7031963470319634,0.680365296803653,0.6784083496412263,0.6892950391644909,0.6873368146214099,0.6977806788511749,0.6984334203655352,0.692418320023027,0.00872126898814849,35
0.3612643003463745,0.07151280808208628,0.14717845916748046,0.035230502578554694,euclidean,3,distance,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.690150032615786,0.6999347684279191,0.6894977168949772,0.7012393998695369,0.6810176125244618,0.6718851924331376,0.6886422976501305,0.6814621409921671,0.695822454308094,0.6945169712793734,0.6894168586995584,0.008716478229459817,36
0.3687507390975952,0.0672640878950934,0.5214660167694092,0.1373444065711044,euclidean,5,uniform,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.7129810828440966,0.7240704500978473,0.7142857142857143,0.7123287671232876,0.7018917155903457,0.7025440313111546,0.7160574412532638,0.7127937336814621,0.7140992167101827,0.7003916449086162,0.7111443797805971,0.00701795002893289,31
0.41177346706390383,0.13161313610147665,0.14832561016082763,0.030981451805933136,euclidean,5,distance,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.7097195042400521,0.7188519243313763,0.7116764514024788,0.7097195042400521,0.6986301369863014,0.6986301369863014,0.7108355091383812,0.7075718015665796,0.7101827676240209,0.6990861618798956,0.7074903898395439,0.006345313525827567,33
0.38649449348449705,0.06710143440648726,0.4970372200012207,0.09984434853440854,euclidean,7,uniform,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.7292889758643183,0.7299412915851272,0.7345075016307893,0.726027397260274,0.7188519243313763,0.7221135029354208,0.72911227154047,0.7212793733681462,0.716710182767624,0.7140992167101827,0.724193163799373,0.0062624487854379485,28
0.35372765064239503,0.06909420113882171,0.1534858226776123,0.043379606156552536,euclidean,7,distance,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.7201565557729941,0.726027397260274,0.7286366601435095,0.7227658186562296,0.7129810828440966,0.715590345727332,0.7238903394255874,0.7160574412532638,0.7127937336814621,0.7088772845953003,0.718777665936005,0.006153767175219581,30
0.3596137523651123,0.07210620767620983,0.4864649772644043,0.08890361225609264,euclidean,9,uniform,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}",0.731245923026745,0.7318982387475538,0.7292889758643183,0.7364644487932159,0.7279843444227005,0.7318982387475538,0.7330287206266318,0.7304177545691906,0.72911227154047,0.7232375979112271,0.7304576514249607,0.0032998155838866584,25
0.3427033185958862,0.06088585019140331,0.16749472618103028,0.03471811640999882,euclidean,9,distance,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}",0.7234181343770385,0.7273320287018917,0.7253750815394651,0.7325505544683627,0.7227658186562296,0.7221135029354208,0.7362924281984334,0.7278067885117493,0.7258485639686684,0.7180156657963447,0.7261518567153604,0.005000458876480393,27
0.3663435459136963,0.03805666862837542,0.48426032066345215,0.07553629655826288,euclidean,11,uniform,"{'metric': 'euclidean', 'n_neighbors': 11, 'weights': 'uniform'}",0.7384213959556425,0.7390737116764514,0.7351598173515982,0.7318982387475538,0.7286366601435095,0.7318982387475538,0.7304177545691906,0.7323759791122716,0.7284595300261096,0.7330287206266318,0.7329370046956514,0.003464782979561028,21
0.35361132621765134,0.05652559718523657,0.20479333400726318,0.047912752073228815,euclidean,11,distance,"{'metric': 'euclidean', 'n_neighbors': 11, 'weights': 'distance'}",0.7351598173515982,0.7371167645140247,0.7377690802348337,0.731245923026745,0.7234181343770385,0.7273320287018917,0.7343342036553525,0.7265013054830287,0.7284595300261096,0.7271540469973891,0.7308490834368011,0.0047319262897495265,24
0.3847987651824951,0.0741888727721484,0.5622467517852783,0.15263144412204946,euclidean,13,uniform,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'}",0.7371167645140247,0.7377690802348337,0.7345075016307893,0.7371167645140247,0.7364644487932159,0.7332028701891715,0.7330287206266318,0.7336814621409922,0.7369451697127938,0.7356396866840731,0.735547246904055,0.0017049518119315401,19
0.3651712894439697,0.049624726731658006,0.21849429607391357,0.03416058070348675,euclidean,13,distance,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'distance'}",0.7390737116764514,0.7351598173515982,0.7325505544683627,0.7403783431180692,0.7325505544683627,0.7253750815394651,0.7297650130548303,0.7238903394255874,0.7317232375979112,0.7336814621409922,0.732414811484163,0.004966479930466372,22
0.3988352298736572,0.05705737118407788,0.5260028600692749,0.09056389408249155,euclidean,15,uniform,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'}",0.7371167645140247,0.7423352902804957,0.7390737116764514,0.735812133072407,0.7429876060013046,0.7345075016307893,0.7356396866840731,0.7349869451697127,0.737597911227154,0.7336814621409922,0.7373739012397406,0.003035280054371369,17
